"sel","_id","gc","length","METABAT__22-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","7177","0.5145","7156","1.04","no-hit","no-hit","c_000000513720"
"","7178","0.5173","6650","5.4758","no-hit","no-hit","c_000000665607"
"","7179","0.5292","4900","2.3888","Eukaryota","Haptophyta","c_000004382596"
"","7180","0.5205","10625","2.2289","Eukaryota","Haptophyta","c_000004299258"
"","7181","0.5265","3920","2.1342","Eukaryota","Haptophyta","c_000005300141"
"","7182","0.5529","4019","1.0975","no-hit","no-hit","c_000002953193"
"","7183","0.5213","4404","2.2623","no-hit","no-hit","c_000002853893"
"","7184","0.5503","8419","1.8698","Eukaryota","Haptophyta","c_000004237821"
"","7185","0.482","2589","1.5025","no-hit","no-hit","c_000001680414"
"","7186","0.5212","7216","2.633","Eukaryota","Haptophyta","c_000001233312"
"","7187","0.5169","3695","5.439","no-hit","no-hit","c_000005251328"
"","7188","0.5328","17114","1.3496","Eukaryota","Haptophyta","c_000000846779"
"","7189","0.5282","4116","2.0321","no-hit","no-hit","c_000000211654"
"","7190","0.5693","5830","10.7535","no-hit","no-hit","c_000002129154"
"","7191","0.4831","3600","2.4775","no-hit","no-hit","c_000005445845"
"","7192","0.514","6875","2.5642","no-hit","no-hit","c_000002182144"
"","7193","0.5359","4256","38.0404","Eukaryota","Haptophyta","c_000003463167"
"","7194","0.5462","2781","1.3973","no-hit","no-hit","c_000003950115"
"","7195","0.5028","4171","1.62","no-hit","no-hit","c_000000053510"
"","7196","0.5203","4832","13.6608","no-hit","no-hit","c_000004168602"
"","7197","0.5466","11130","4.3553","Eukaryota","Haptophyta","c_000001039590"
"","7198","0.548","3686","7.6156","Eukaryota","Haptophyta","c_000001788812"
"","7199","0.4899","2676","1.7777","no-hit","no-hit","c_000003744395"
"","7200","0.5173","3128","2.0329","no-hit","no-hit","c_000002560495"
"","7201","0.5139","3699","2.1457","no-hit","no-hit","c_000001374528"
"","7202","0.594","3830","0.8042","Eukaryota","Haptophyta","c_000001898924"
"","7203","0.5625","5484","4.2026","Eukaryota","Haptophyta","c_000001873950"
"","7204","0.5039","4356","1.6325","no-hit","no-hit","c_000000565134"
"","7205","0.4972","7225","1.4318","no-hit","no-hit","c_000002867803"
"","7206","0.5028","3990","10.4411","no-hit","no-hit","c_000001651200"
"","7207","0.5317","9987","1.7855","Eukaryota","Haptophyta","c_000002699197"
"","7208","0.5766","4093","17.4869","no-hit","no-hit","c_000004819239"
"","7209","0.5349","4173","2.4371","Eukaryota","Haptophyta","c_000003755364"
"","7210","0.5379","5938","2.147","no-hit","no-hit","c_000000391068"
"","7211","0.547","5236","1.8184","Eukaryota","Haptophyta","c_000004603062"
"","7212","0.536","5834","1.6997","no-hit","no-hit","c_000001724086"
"","7213","0.5262","5583","1.9001","Eukaryota","Haptophyta","c_000002025159"
"","7214","0.4914","4457","1.9767","no-hit","no-hit","c_000000356383"
"","7215","0.5462","6069","5.6563","Eukaryota","Eukaryota-undef","c_000001572404"
"","7216","0.5493","4147","2.1382","Eukaryota","Bacillariophyta","c_000003256224"
"","7217","0.5167","3747","1.5276","no-hit","no-hit","c_000002776742"
"","7218","0.5023","19374","2.1243","Eukaryota","Streptophyta","c_000000117208"
"","7219","0.5364","3773","1.3536","Eukaryota","Haptophyta","c_000002173173"
"","7220","0.5102","7671","2.7165","no-hit","no-hit","c_000003427379"
"","7221","0.5406","3080","1.4435","no-hit","no-hit","c_000000393431"
"","7222","0.5435","9821","61.815","Eukaryota","Haptophyta","c_000003577496"
"","7223","0.556","3216","2.5581","Eukaryota","Haptophyta","c_000001623169"
"","7224","0.5526","10462","1.8059","Eukaryota","Haptophyta","c_000005073381"
"","7225","0.5165","2705","1.4466","no-hit","no-hit","c_000001516891"
"","7226","0.573","3625","1.1628","Eukaryota","Haptophyta","c_000002222391"
"","7227","0.5162","9216","2.1106","no-hit","no-hit","c_000002921420"
"","7228","0.52","7534","8.5096","no-hit","no-hit","c_000003962490"
"","7229","0.557","2878","2.6835","no-hit","no-hit","c_000001687785"
"","7230","0.545","3092","2.25","Eukaryota","Haptophyta","c_000000065153"
"","7231","0.5487","7250","1.3662","Eukaryota","Haptophyta","c_000000425572"
"","7233","0.5729","3950","114.0608","no-hit","no-hit","c_000005299193"
"","7234","0.5613","17048","1.7547","Eukaryota","Haptophyta","c_000001320690"
"","7235","0.5109","27171","2.0734","Eukaryota","Haptophyta","c_000004280760"
"","7236","0.5253","6764","4.5855","Eukaryota","Haptophyta","c_000003258531"
"","7237","0.5353","4825","2.4759","Eukaryota","Haptophyta","c_000004514051"
"","7238","0.5088","3359","3.3831","no-hit","no-hit","c_000001854677"
"","7239","0.5122","4633","3.4349","no-hit","no-hit","c_000005205941"
"","7240","0.4608","2537","2.4509","no-hit","no-hit","c_000002508826"
"","7241","0.4945","5045","2.5407","Eukaryota","Haptophyta","c_000005129759"
"","7242","0.5272","6019","1.7988","no-hit","no-hit","c_000001204475"
"","7243","0.527","5427","1.4767","no-hit","no-hit","c_000002775985"
"","7244","0.5834","13762","1.6392","Eukaryota","Haptophyta","c_000001728564"
"","7245","0.4998","4864","10.0789","no-hit","no-hit","c_000001266397"
"","7246","0.5442","3032","2.1049","no-hit","no-hit","c_000000392762"
"","7247","0.509","4063","2.2764","Eukaryota","Bacillariophyta","c_000001157784"
"","7248","0.522","3571","0.9838","no-hit","no-hit","c_000002759031"
"","7249","0.5137","3878","3.7713","no-hit","no-hit","c_000000955397"
"","7250","0.5556","8208","3.7437","Eukaryota","Haptophyta","c_000004350975"
"","7251","0.5241","6062","1.7064","no-hit","no-hit","c_000002156652"
"","7252","0.5401","5540","2.2094","no-hit","no-hit","c_000005129973"
"","7253","0.5301","4467","4.0107","no-hit","no-hit","c_000000362995"
"","7254","0.53","8143","120.4658","Eukaryota","Haptophyta","c_000001080502"
"","7256","0.5725","8868","1.0934","no-hit","no-hit","c_000001804723"
"","7257","0.5563","6381","5.5529","Eukaryota","Haptophyta","c_000000031047"
"","7258","0.5675","6625","1.6552","no-hit","no-hit","c_000004547637"
"","7259","0.5199","5486","2.045","Eukaryota","Haptophyta","c_000001258639"
"","7260","0.5242","6473","2.3023","Eukaryota","Haptophyta","c_000001560366"
"","7261","0.5272","11679","1.6351","Eukaryota","Haptophyta","c_000002446200"
"","7262","0.5288","7948","2.2747","Eukaryota","Haptophyta","c_000003546752"
"","7263","0.5026","5135","1.7461","Eukaryota","Eukaryota-undef","c_000001637838"
"","7264","0.508","3874","1.3601","Eukaryota","Haptophyta","c_000000690422"
"","7265","0.5274","7131","4.1113","Eukaryota","Eukaryota-undef","c_000005089669"
"","7266","0.5885","4921","1.3448","no-hit","no-hit","c_000002261947"
"","7267","0.5039","3729","1.3202","no-hit","no-hit","c_000005375692"
"","7268","0.5163","9708","1.3693","no-hit","no-hit","c_000002041761"
"","7269","0.5326","10329","25.2948","Eukaryota","Haptophyta","c_000002531347"
"","7270","0.5519","4231","1.5658","no-hit","no-hit","c_000002599382"
"","7271","0.5189","2989","25.722","no-hit","no-hit","c_000004370525"
"","7272","0.526","3458","20.2319","no-hit","no-hit","c_000001062123"
"","7273","0.5549","4338","3.1941","Eukaryota","Arthropoda","c_000002402301"
"","7274","0.5758","3180","1.0761","Eukaryota","Haptophyta","c_000000318535"
"","7275","0.5568","4258","1.1653","no-hit","no-hit","c_000002196352"
"","7276","0.5194","3435","5.2815","Eukaryota","Haptophyta","c_000004306382"
"","7277","0.477","3526","2.2229","no-hit","no-hit","c_000000774727"
"","7278","0.5278","6482","5.8011","Eukaryota","Haptophyta","c_000004006636"
"","7279","0.5426","3986","0.7371","Eukaryota","Haptophyta","c_000004554374"
"","7280","0.5599","4319","1.6458","Eukaryota","Eukaryota-undef","c_000000304142"
"","7281","0.5502","9817","1.2097","Eukaryota","Haptophyta","c_000002411693"
"","7282","0.5296","3907","1.087","no-hit","no-hit","c_000000231279"
"","7283","0.4953","6416","1.9612","Eukaryota","Haptophyta","c_000000368274"
"","7284","0.5094","3724","2.218","no-hit","no-hit","c_000002666868"
"","7285","0.5707","6217","1.6045","no-hit","no-hit","c_000003134542"
"","7286","0.5092","2653","1.8202","no-hit","no-hit","c_000001979545"
"","7287","0.5043","2903","2","no-hit","no-hit","c_000000806953"
"","7288","0.5477","7008","1.3355","Eukaryota","Haptophyta","c_000002328054"
"","7289","0.4981","10847","3.6585","no-hit","no-hit","c_000001354170"
"","7290","0.4879","3503","1.4987","no-hit","no-hit","c_000003131979"
"","7291","0.651","3708","6.2478","no-hit","no-hit","c_000000467678"
"","7292","0.5289","4666","1.9959","no-hit","no-hit","c_000004790157"
"","7293","0.5166","7942","9.0005","Eukaryota","Haptophyta","c_000000557780"
"","7294","0.5783","3097","1.4359","no-hit","no-hit","c_000000560193"
"","7295","0.536","4043","1.2258","no-hit","no-hit","c_000001850051"
"","7296","0.5161","4094","1.8955","no-hit","no-hit","c_000002163985"
"","7297","0.5374","6258","1.6344","Eukaryota","Haptophyta","c_000001980220"
"","7298","0.6056","5315","2.4408","Eukaryota","Haptophyta","c_000005240878"
"","7299","0.5032","23498","1.9214","Eukaryota","Haptophyta","c_000001185064"
"","7300","0.5462","4233","2.5252","Eukaryota","Haptophyta","c_000004444612"
"","7301","0.5722","7220","2.2276","Eukaryota","Ascomycota","c_000000261379"
"","7302","0.564","6759","2.19","Eukaryota","Haptophyta","c_000000450182"
"","7303","0.535","6035","2.1352","no-hit","no-hit","c_000002589565"
"","7304","0.5171","7584","2.0936","no-hit","no-hit","c_000004289230"
"","7305","0.5052","2781","2.2427","no-hit","no-hit","c_000003706521"
"","7306","0.534","3045","1.1816","no-hit","no-hit","c_000000821618"
"","7307","0.5604","3264","1.1443","Eukaryota","Haptophyta","c_000005010370"
"","7308","0.5714","5350","0.9993","no-hit","no-hit","c_000003208616"
"","7309","0.5276","10217","3.4346","Eukaryota","Oomycota","c_000001317905"
"","7310","0.5342","7864","1.5858","Eukaryota","Haptophyta","c_000000022928"
"","7311","0.5442","3622","2.6999","no-hit","no-hit","c_000004593097"
"","7312","0.5394","4750","1.8166","Eukaryota","Haptophyta","c_000000099813"
"","7313","0.5227","4213","2.1165","no-hit","no-hit","c_000005069887"
"","7314","0.521","3612","1.0969","Eukaryota","Haptophyta","c_000003487326"
"","7315","0.5604","5689","1.5996","no-hit","no-hit","c_000004058027"
"","7316","0.5645","3566","2.4621","no-hit","no-hit","c_000005501845"
"","7317","0.5869","3379","1.2504","no-hit","no-hit","c_000004155665"
"","7318","0.6056","3268","10.298","Eukaryota","Haptophyta","c_000001543249"
"","7319","0.5182","3908","4.2024","no-hit","no-hit","c_000001264158"
"","7320","0.5134","8072","1.675","Eukaryota","Haptophyta","c_000002563809"
"","7321","0.5347","9952","1.9323","Eukaryota","Haptophyta","c_000000567226"
"","7322","0.4855","3473","1.4889","no-hit","no-hit","c_000002734069"
"","7323","0.5391","3712","12.5137","no-hit","no-hit","c_000002923093"
"","7324","0.5184","4817","3.3986","no-hit","no-hit","c_000001289541"
"","7325","0.5592","8886","1.9299","Eukaryota","Haptophyta","c_000001990787"
"","7326","0.5206","8575","4.7059","Eukaryota","Haptophyta","c_000000547408"
"","7327","0.5496","12413","1.6344","Eukaryota","Bacillariophyta","c_000004452502"
"","7328","0.4911","5298","1.9175","Eukaryota","Haptophyta","c_000000256134"
"","7329","0.557","4941","2.1168","no-hit","no-hit","c_000000111180"
"","7330","0.5263","4933","2.0008","Eukaryota","Chlorophyta","c_000000663429"
"","7331","0.5087","3106","1.6127","Eukaryota","Haptophyta","c_000001961461"
"","7332","0.5303","6038","2.3228","Eukaryota","Haptophyta","c_000001360698"
"","7333","0.549","15007","16.5148","no-hit","no-hit","c_000004735525"
"","7334","0.5114","2632","3.7287","no-hit","no-hit","c_000000047909"
"","7335","0.561","5897","1.4718","no-hit","no-hit","c_000001421734"
"","7336","0.528","21827","2.653","Eukaryota","Streptophyta","c_000002698424"
"","7337","0.5196","4450","3.2681","Eukaryota","Haptophyta","c_000000108434"
"","7338","0.5356","21854","1.6807","Eukaryota","Haptophyta","c_000000649098"
"","7339","0.4819","5428","1.956","no-hit","no-hit","c_000004398484"
"","7340","0.5349","4861","5.6536","no-hit","no-hit","c_000002739408"
"","7341","0.5239","2808","1.4847","no-hit","no-hit","c_000001712120"
"","7342","0.5756","3650","1.1038","no-hit","no-hit","c_000003377174"
"","7343","0.5556","4948","1.1479","Eukaryota","Haptophyta","c_000003661017"
"","7344","0.5218","4868","1.7621","Eukaryota","Haptophyta","c_000000159954"
"","7345","0.5812","4420","1.9063","Eukaryota","Chlorophyta","c_000001355046"
"","7346","0.5782","11511","2.1596","no-hit","no-hit","c_000000938518"
"","7347","0.4921","7090","2.1547","Eukaryota","Chordata","c_000003922982"
"","7348","0.494","4745","6.8091","Eukaryota","Haptophyta","c_000003043002"
"","7349","0.5555","4925","1.5155","Eukaryota","Haptophyta","c_000002044680"
"","7350","0.4996","4924","1.432","no-hit","no-hit","c_000002423177"
"","7351","0.5413","5335","3.7689","no-hit","no-hit","c_000000990005"
"","7352","0.5295","5964","1.6211","Eukaryota","Haptophyta","c_000003287111"
"","7353","0.5505","2616","2.1288","Eukaryota","Haptophyta","c_000000910147"
"","7354","0.5548","6218","1.8845","no-hit","no-hit","c_000003771571"
"","7355","0.5639","2949","0.9044","no-hit","no-hit","c_000001096735"
"","7356","0.4829","14530","1.9839","Eukaryota","Haptophyta","c_000000751129"
"","7357","0.5138","2674","1.785","Eukaryota","Haptophyta","c_000000136053"
"","7358","0.5246","10421","1.4445","Eukaryota","Haptophyta","c_000000852165"
"","7359","0.5542","3596","2.4733","no-hit","no-hit","c_000001290420"
"","7360","0.5341","8461","1.564","Eukaryota","Haptophyta","c_000001254529"
"","7361","0.5081","4141","1.2169","Eukaryota","Haptophyta","c_000005173568"
"","7362","0.601","3155","6.6158","Eukaryota","Haptophyta","c_000000578628"
"","7363","0.5581","9456","1.6143","Eukaryota","Haptophyta","c_000000760962"
"","7364","0.5356","7672","1.4855","no-hit","no-hit","c_000002564955"
"","7365","0.498","13633","2.6853","Eukaryota","Haptophyta","c_000004431824"
"","7366","0.5116","3720","7.9868","no-hit","no-hit","c_000002939704"
"","7367","0.5312","9603","2.5874","no-hit","no-hit","c_000000478336"
"","7368","0.5833","7732","5.9462","Eukaryota","Streptophyta","c_000004284494"
"","7369","0.5134","4277","1.7227","no-hit","no-hit","c_000002803347"
"","7370","0.5505","3021","1.6382","Eukaryota","Haptophyta","c_000004157241"
"","7371","0.5194","4488","4.9726","no-hit","no-hit","c_000000382433"
"","7372","0.4854","10098","1.9468","no-hit","no-hit","c_000004310902"
"","7373","0.5738","5028","1.9815","Eukaryota","Haptophyta","c_000002366455"
"","7374","0.5298","4322","14.7369","no-hit","no-hit","c_000000368521"
"","7375","0.514","7129","3.7966","Eukaryota","Haptophyta","c_000000701185"
"","7376","0.5824","2799","1.6942","Eukaryota","Chordata","c_000000863420"
"","7377","0.5441","7759","21.4328","no-hit","no-hit","c_000003779858"
"","7378","0.5346","17955","2.925","Eukaryota","Haptophyta","c_000000112871"
"","7379","0.5293","2660","1.8391","no-hit","no-hit","c_000000480237"
"","7380","0.5808","3702","1.4249","Eukaryota","Haptophyta","c_000005250460"
"","7381","0.4987","8575","2.7645","Eukaryota","Haptophyta","c_000004785459"
"","7382","0.6077","4598","1.2719","no-hit","no-hit","c_000005376188"
"","7383","0.6017","5150","0.8971","Eukaryota","Haptophyta","c_000000447840"
"","7384","0.54","5409","1.5312","Eukaryota","Eukaryota-undef","c_000000752229"
"","7385","0.4976","14585","1.9984","Eukaryota","Haptophyta","c_000002963799"
"","7386","0.5638","3407","1.0302","no-hit","no-hit","c_000003647530"
"","7387","0.5111","9480","2.4661","Eukaryota","Haptophyta","c_000000248154"
"","7388","0.5524","5485","2.2503","no-hit","no-hit","c_000000747598"
"","7389","0.5067","2854","1.4678","no-hit","no-hit","c_000001868576"
"","7390","0.5317","4747","1.1199","no-hit","no-hit","c_000001879013"
"","7391","0.4817","4048","3.0652","no-hit","no-hit","c_000004195581"
"","7392","0.5638","4062","1.5835","no-hit","no-hit","c_000000601675"
"","7393","0.5817","12897","3.8427","Eukaryota","Haptophyta","c_000001317139"
"","7394","0.5385","11345","1.4197","Eukaryota","Haptophyta","c_000002642165"
"","7395","0.5327","5324","12.238","Eukaryota","Haptophyta","c_000003720811"
"","7396","0.4864","8174","2.3397","no-hit","no-hit","c_000003499452"
"","7397","0.4735","3922","2.4539","no-hit","no-hit","c_000003363799"
"","7398","0.5076","8982","1.3822","Eukaryota","Haptophyta","c_000005038561"
"","7399","0.5773","4511","1.1055","no-hit","no-hit","c_000000738897"
"","7400","0.5845","3704","2.335","Eukaryota","Haptophyta","c_000005219820"
"","7401","0.5566","5165","1.8378","no-hit","no-hit","c_000002244862"
"","7402","0.5395","4252","4.2667","no-hit","no-hit","c_000004331034"
"","7403","0.4945","2647","7.3257","no-hit","no-hit","c_000000932927"
"","7404","0.5006","7131","1.3626","no-hit","no-hit","c_000000203320"
"","7405","0.5456","6860","1.6573","Eukaryota","Chlorophyta","c_000001571750"
"","7406","0.538","3199","5.1525","no-hit","no-hit","c_000000366656"
"","7407","0.5482","3433","5.6513","no-hit","no-hit","c_000002217199"
"","7408","0.5023","5662","6.9724","no-hit","no-hit","c_000002594687"
"","7409","0.612","7131","1.181","Eukaryota","Haptophyta","c_000001269948"
"","7410","0.5402","4080","1.0517","no-hit","no-hit","c_000002150804"
"","7411","0.5432","3045","1.0276","no-hit","no-hit","c_000002668161"
"","7412","0.4673","4415","1.4548","no-hit","no-hit","c_000002893914"
"","7413","0.5215","7659","2.3989","Eukaryota","Haptophyta","c_000000128598"
"","7414","0.5123","11627","1.7186","Eukaryota","Haptophyta","c_000000174391"
"","7415","0.5411","8472","1.704","Eukaryota","Haptophyta","c_000004699765"
"","7416","0.529","4896","2.3407","no-hit","no-hit","c_000001412215"
"","7417","0.5386","6339","2.251","Eukaryota","Haptophyta","c_000001930923"
"","7418","0.5153","5428","2.6769","no-hit","no-hit","c_000003313239"
"","7419","0.5505","4707","1.1604","no-hit","no-hit","c_000001157607"
"","7421","0.4889","2653","2.3882","Eukaryota","Haptophyta","c_000000452017"
"","7422","0.5037","5267","1.8238","no-hit","no-hit","c_000002713185"
"","7423","0.5471","10288","1.0866","no-hit","no-hit","c_000000759042"
"","7424","0.5435","11724","1.7038","Eukaryota","Haptophyta","c_000005077034"
